date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:37:22	23929/23929	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:25%20GMT	https://www.serefconcept.com/en/collection_detail/1	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/1.html	(from https://www.serefconcept.com/en/)
07:37:23	23521/23521	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:25%20GMT	https://www.serefconcept.com/en/collection_detail/2	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/2.html	(from https://www.serefconcept.com/en/)
07:37:23	24248/24248	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:25%20GMT	https://www.serefconcept.com/en/collection_detail/3	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/3.html	(from https://www.serefconcept.com/en/)
07:37:24	23029/23029	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:26%20GMT	https://www.serefconcept.com/en/collection_detail/4	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/4.html	(from https://www.serefconcept.com/en/)
07:37:24	22773/22773	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:26%20GMT	https://www.serefconcept.com/en/collection_detail/5	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/5.html	(from https://www.serefconcept.com/en/)
07:37:25	23064/23064	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:27%20GMT	https://www.serefconcept.com/en/collection_detail/6	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/6.html	(from https://www.serefconcept.com/en/)
07:37:25	24109/24109	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:27%20GMT	https://www.serefconcept.com/en/collection_detail/7	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/7.html	(from https://www.serefconcept.com/en/)
07:37:25	24074/24074	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:28%20GMT	https://www.serefconcept.com/en/collection_detail/8	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/8.html	(from https://www.serefconcept.com/en/)
07:37:26	24929/24929	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:28%20GMT	https://www.serefconcept.com/en/collection_detail/9	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/9.html	(from https://www.serefconcept.com/en/)
07:37:26	25700/25700	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:28%20GMT	https://www.serefconcept.com/en/collection_detail/10	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/10.html	(from https://www.serefconcept.com/en/)
07:37:26	22750/22750	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:29%20GMT	https://www.serefconcept.com/en/collection_detail/11	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/11.html	(from https://www.serefconcept.com/en/)
07:37:27	26036/26036	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:29%20GMT	https://www.serefconcept.com/en/collection_detail/12	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/12.html	(from https://www.serefconcept.com/en/)
07:37:27	27815/27815	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:29%20GMT	https://www.serefconcept.com/en/collection_detail/13	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/13.html	(from https://www.serefconcept.com/en/)
07:37:27	20908/20908	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:30%20GMT	https://www.serefconcept.com/en/collection_detail/14	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/14.html	(from https://www.serefconcept.com/en/)
07:37:28	23148/23148	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:30%20GMT	https://www.serefconcept.com/en/collection_detail/15	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/15.html	(from https://www.serefconcept.com/en/)
07:37:28	23471/23471	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:31%20GMT	https://www.serefconcept.com/en/collection_detail/16	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/16.html	(from https://www.serefconcept.com/en/)
07:37:29	20924/20924	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:31%20GMT	https://www.serefconcept.com/en/collection_detail/17	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/17.html	(from https://www.serefconcept.com/en/)
07:37:29	21829/21829	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:31%20GMT	https://www.serefconcept.com/en/collection_detail/18	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/18.html	(from https://www.serefconcept.com/en/)
07:37:29	22802/22802	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:32%20GMT	https://www.serefconcept.com/en/collection_detail/19	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/19.html	(from https://www.serefconcept.com/en/)
07:37:30	20416/20416	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:32%20GMT	https://www.serefconcept.com/en/collection_detail/20	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/20.html	(from https://www.serefconcept.com/en/)
07:37:30	23403/23403	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:32%20GMT	https://www.serefconcept.com/en/collection_detail/21	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/21.html	(from https://www.serefconcept.com/en/)
07:37:30	23293/23293	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:33%20GMT	https://www.serefconcept.com/en/collection_detail/22	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/22.html	(from https://www.serefconcept.com/en/)
07:37:31	22446/22446	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:33%20GMT	https://www.serefconcept.com/en/collection_detail/23	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/collection_detail/23.html	(from https://www.serefconcept.com/en/)
07:37:32	9211/9211	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Jan%202024%2015:37:34%20GMT	https://www.serefconcept.com/en/videolar	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/videolar	(from https://www.serefconcept.com/en/)
07:37:32	9181/9181	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2009%20Jan%202024%2015:37:35%20GMT	https://www.serefconcept.com/en/page/satis-noktalari	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/page/satis-noktalari	(from https://www.serefconcept.com/en/)
07:37:32	26685/26685	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:35%20GMT	https://www.serefconcept.com/en/blogs	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/blogs.html	(from https://www.serefconcept.com/en/)
07:37:33	23567/23567	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:35%20GMT	https://www.serefconcept.com/en/contact	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/contact.html	(from https://www.serefconcept.com/en/)
07:37:33	23551/23551	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:36%20GMT	https://www.serefconcept.com/en/contact/3	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/contact/3.html	(from https://www.serefconcept.com/en/)
07:37:34	23512/23512	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:36%20GMT	https://www.serefconcept.com/en/contact/4	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/contact/4.html	(from https://www.serefconcept.com/en/)
07:37:34	28138/28138	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:36%20GMT	https://www.serefconcept.com/en/product/ahenk-classic-sofa-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/ahenk-classic-sofa-set.html	(from https://www.serefconcept.com/en/)
07:37:35	30407/30407	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:37%20GMT	https://www.serefconcept.com/en/product/hanzade-blue-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/hanzade-blue-classic-dining-room-set.html	(from https://www.serefconcept.com/en/)
07:37:35	27009/27009	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:37%20GMT	https://www.serefconcept.com/en/product/elegance-classic-tv-unit	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/elegance-classic-tv-unit.html	(from https://www.serefconcept.com/en/)
07:37:36	26772/26772	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:38%20GMT	https://www.serefconcept.com/en/product/lagos-classic-coffee-table	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/lagos-classic-coffee-table.html	(from https://www.serefconcept.com/en/)
07:37:36	29021/29021	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:38%20GMT	https://www.serefconcept.com/en/product/hanzade-classic-bedroom-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/hanzade-classic-bedroom-set.html	(from https://www.serefconcept.com/en/)
07:37:36	26472/26472	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:39%20GMT	https://www.serefconcept.com/en/product/hanzade-classic-console	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/hanzade-classic-console.html	(from https://www.serefconcept.com/en/)
07:37:37	66886/66886	---M--	200	added ('OK')	image/jpeg	etag:%2210546-62419828-e2a6f021a5d828ab;;;%22	https://www.serefconcept.com/img/content/s/Lagos-seref-concept-klasik-mobilya-classic-furniture16.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/content/s/Lagos-seref-concept-klasik-mobilya-classic-furniture16.jpg	(from https://www.serefconcept.com/en/)
07:37:37	9181/9181	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2009%20Jan%202024%2015:37:40%20GMT	https://www.serefconcept.com/en/blog/what-should-we-pay-attention-to-when-buying-a-sofa-set?	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/blog/what-should-we-pay-attention-to-when-buying-a-sofa-setd41d	(from https://www.serefconcept.com/en/)
07:37:38	72689/72689	---M--	200	added ('OK')	image/jpeg	etag:%2211bf1-62419828-5684fd146219fbe0;;;%22	https://www.serefconcept.com/img/content/s/Nazende-seref-concept-klasik-mobilya-classic-furniture10.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/content/s/Nazende-seref-concept-klasik-mobilya-classic-furniture10.jpg	(from https://www.serefconcept.com/en/)
07:37:38	24313/24313	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:41%20GMT	https://www.serefconcept.com/en/blog/timeless,-stylish-trends-in-your-dining-rooms	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/blog/timeless,-stylish-trends-in-your-dining-rooms.html	(from https://www.serefconcept.com/en/)
07:37:39	65523/65523	---M--	200	added ('OK')	image/jpeg	etag:%22fff3-62419828-46f569b395363c8b;;;%22	https://www.serefconcept.com/img/content/s/IMGL5673.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/content/s/IMGL5673.jpg	(from https://www.serefconcept.com/en/)
07:37:40	24017/24017	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:42%20GMT	https://www.serefconcept.com/en/blog/the-place-of-furniture-in-life!	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/blog/the-place-of-furniture-in-life!.html	(from https://www.serefconcept.com/en/)
07:37:40	32177/32177	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:42%20GMT	https://www.serefconcept.com/en/project/hanzade-blue-classic-sofa-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/project/hanzade-blue-classic-sofa-set.html	(from https://www.serefconcept.com/en/)
07:37:40	28356/28356	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:43%20GMT	https://www.serefconcept.com/en/project/lagos-classic-tv-unit	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/project/lagos-classic-tv-unit.html	(from https://www.serefconcept.com/en/)
07:37:41	26009/26009	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:43%20GMT	https://www.serefconcept.com/en/project/lyon-classic-coffee-table	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/project/lyon-classic-coffee-table.html	(from https://www.serefconcept.com/en/)
07:37:41	30979/30979	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:43%20GMT	https://www.serefconcept.com/en/project/hanzade-classic-sofa-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/project/hanzade-classic-sofa-set.html	(from https://www.serefconcept.com/en/)
07:37:42	25055/25055	---M--	200	added ('OK')	image/png	etag:%2261df-62419821-fc74a46f5a60c669;;;%22	https://www.serefconcept.com/img/company/logo/%c5%9feref-concept.png	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/company/logo/%c5%9feref-concept.png	(from https://www.serefconcept.com/en/)
07:37:42	26707/26707	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:37:44%20GMT	https://www.serefconcept.com/en/page/clarification-text-regarding-the-processing-of-personal-data	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/page/clarification-text-regarding-the-processing-of-personal-data.html	(from https://www.serefconcept.com/en/)
07:37:42	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226581a422-4d7%22	https://www.serefconcept.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.serefconcept.com/en/)
07:37:43	86341/86341	---M-Z	200	added ('OK')	application/javascript	etag:%2215145-6241978f-dab3c282b197b41a;gz%22	https://www.serefconcept.com/theme/js/jquery-3.0.0.min.js	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/theme/js/jquery-3.0.0.min.js	(from https://www.serefconcept.com/en/)
07:37:44	7083/7083	---M-Z	200	added ('OK')	application/javascript	etag:%221bab-6241978f-6e1c3891604c53c3;gz%22	https://www.serefconcept.com/theme/js/jquery-migrate-3.0.0.min.js	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/theme/js/jquery-migrate-3.0.0.min.js	(from https://www.serefconcept.com/en/)
07:37:46	436758/436758	---M-Z	200	added ('OK')	application/javascript	etag:%226aa16-6241978f-a76768af8cc40162;gz%22	https://www.serefconcept.com/theme/js/plugins.js	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/theme/js/plugins.js	(from https://www.serefconcept.com/en/)
07:37:48	68/68	---MCZ	302	error ('Found')	text/plain	date:Tue,%2009%20Jan%202024%2015:37:50%20GMT	https://unpkg.com/masonry-layout@4/dist/masonry.pkgd.min.js	C:/Users/hp/Desktop/iiiioopp/unpkg.com/masonry-layout@4/dist/masonry.pkgd.min.48.delayed	(from https://www.serefconcept.com/en/)
07:37:48	24103/24103	---MCZ	200	added ('OK')	application/javascript	etag:%225e27-0gJSz3bDvorzeoQV0TrTaMditNg%22	https://unpkg.com/masonry-layout@4.2.2/dist/masonry.pkgd.min.js	C:/Users/hp/Desktop/iiiioopp/unpkg.com/masonry-layout@4.2.2/dist/masonry.pkgd.min.js	(from https://www.serefconcept.com/en/)
07:37:49	68253/68253	---M-Z	200	added ('OK')	application/javascript	etag:W/%2210a9d-YYFBLnOWZpbQjh5bEkOlctDyK6Y%22	https://cdn.jsdelivr.net/gh/fancyapps/fancybox@3.5.7/dist/jquery.fancybox.min.js	C:/Users/hp/Desktop/iiiioopp/cdn.jsdelivr.net/gh/fancyapps/fancybox@3.5.7/dist/jquery.fancybox.min.js	(from https://www.serefconcept.com/en/)
07:37:50	14249/14249	---M-Z	200	added ('OK')	application/javascript	etag:%2237a9-6241978f-1c8b781924b1b73b;gz%22	https://www.serefconcept.com/theme/js/scripts.js	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/theme/js/scripts.js	(from https://www.serefconcept.com/en/)
07:37:51	144878/144878	---M-Z	200	added ('OK')	text/css	etag:%22235ee-6241978d-221a3fd1f63c505b;gz%22	https://www.serefconcept.com/theme/css/bootstrap.min.css	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/theme/css/bootstrap.min.css	(from https://www.serefconcept.com/theme/css/plugins.css)
07:37:52	61149/61149	---M-Z	200	added ('OK')	text/css	etag:%22eedd-6241978d-5867c982578f7c07;gz%22	https://www.serefconcept.com/theme/css/animate.css	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/theme/css/animate.css	(from https://www.serefconcept.com/theme/css/plugins.css)
07:37:54	51308/51308	---M-Z	200	added ('OK')	text/css	etag:%22c86c-6241978d-1b71c78241fa373;gz%22	https://www.serefconcept.com/theme/css/ionicons.min.css	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/theme/css/ionicons.min.css	(from https://www.serefconcept.com/theme/css/plugins.css)
07:37:54	9737/9737	---M-Z	200	added ('OK')	text/css	etag:%222609-6241978d-d37a62f77d2dbba1;gz%22	https://www.serefconcept.com/theme/css/pe-icon-7-stroke.css	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/theme/css/pe-icon-7-stroke.css	(from https://www.serefconcept.com/theme/css/plugins.css)
07:37:55	1413/1413	---M-Z	200	added ('OK')	text/css	etag:%22585-6241978d-87589469343860d0;gz%22	https://www.serefconcept.com/theme/css/flaticon.css	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/theme/css/flaticon.css	(from https://www.serefconcept.com/theme/css/plugins.css)
07:37:57	34665/34665	---M-Z	200	added ('OK')	text/css	etag:%228769-6241978d-47559022c95408f0;gz%22	https://www.serefconcept.com/theme/css/fontawesome-all.min.css	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/theme/css/fontawesome-all.min.css	(from https://www.serefconcept.com/theme/css/plugins.css)
07:37:57	2832/2832	---M-Z	200	added ('OK')	text/css	etag:%22b10-6241978d-4bc5a7939238f4d5;gz%22	https://www.serefconcept.com/theme/css/justifiedgallery.min.css	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/theme/css/justifiedgallery.min.css	(from https://www.serefconcept.com/theme/css/plugins.css)
07:37:58	3041/3041	---M-Z	200	added ('OK')	text/css	etag:%22be1-6241978d-548398ab3c70ac43;gz%22	https://www.serefconcept.com/theme/css/youtubepopup.css	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/theme/css/youtubepopup.css	(from https://www.serefconcept.com/theme/css/plugins.css)
07:37:59	1776/1776	---M-Z	200	added ('OK')	text/css	etag:%226f0-6241978d-ae6ed7fca95a762a;gz%22	https://www.serefconcept.com/theme/css/slick.css	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/theme/css/slick.css	(from https://www.serefconcept.com/theme/css/plugins.css)
07:38:00	2689/2689	---M-Z	200	added ('OK')	text/css	etag:%22a81-6241978d-63b0760c771dcb6e;gz%22	https://www.serefconcept.com/theme/css/slick-theme.css	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/theme/css/slick-theme.css	(from https://www.serefconcept.com/theme/css/plugins.css)
07:38:00	13666/13666	---M-Z	200	added ('OK')	text/css	etag:%223562-6241978d-f4915e40cea829d0;gz%22	https://www.serefconcept.com/theme/css/swiper.min.css	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/theme/css/swiper.min.css	(from https://www.serefconcept.com/theme/css/plugins.css)
07:38:01	588/588	---M--	200	added ('OK')	image/png	etag:%2224c-62419790-3d78f3ebc0bbc0ee;;;%22	https://www.serefconcept.com/theme/png/line-pattern1.png	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/theme/png/line-pattern1.png	(from https://www.serefconcept.com/theme/css/style.css?v=1)
